prog_no;Cycle;Prog Type;Obs #;Label;Obs type;Target;TOI;RA (deg);Dec (deg);Gmag;Kmag;Teff (K);Planet;Period (d);Radius (Re);Radius (RJ);Teq (K);;;
7073;4;GO;42;Transit-2;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;43;Transit-3;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;44;Transit-4;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;45;Transit-5;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;46;Transit-6;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;47;Transit-7;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 b;2.7299025;1.320;0.1178;396;;;
7073;4;GO;48;Transit-8;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;2.7299025;1.320;0.1178;396;;;
7073;4;GO;51;Transit-1;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;52;Transit-2;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;53;Transit-3;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;54;Transit-4;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;55;Transit-5;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;56;Transit-6;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;57;Transit-7;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;58;Transit-8;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;59;Transit-9;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;60;Transit-10;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;61;Transit-11;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;62;Transit-12;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;63;Transit-13;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;64;Transit-14;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;65;Transit-15;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;66;Transit-16;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;67;Transit-17;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7073;4;GO;68;Transit-18;transit;LP-890-9;;64.13093;28.31579;15.821300;11.344;2850;LP 890-9 c;8.457463;1.367;0.1220;272;;;
7188;4;GO;1;TOI-199;transit;TOI-199;199;80.105875;-59.895567;10.578400;8.814;5255;TOI-199 b;104.854;9.08;0.810;;;;
7188;4;GO;2;TOI-199;transit;TOI-199;199;80.105875;-59.895567;10.578400;8.814;5255;TOI-199 b;104.854;9.08;0.810;;;;
7251;4;GO;1;F150W2+F322W2 1;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;2;F150W2+F444W 1;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;3;F150W2+F322W2 2;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;4;F150W2+F444W 2;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;5;F150W2+F322W2 3;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;6;F150W2+F444W 3;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;7;F150W2+F322W2 4;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7251;4;GO;8;F150W2+F444W 4;transit;LTT-1445A;;45.462465;16.594494;10.046900;6.496;3340;LTT-1445A b;5.358765;1.18;0.105;555;;;
7255;4;GO;1;Phase Curve pt1;phase curve;KELT-9;;307.859917;39.938917;7.576750;7.482;9550;KELT-9 b;1.48111874;21.20;1.891;4050;;;
7255;4;GO;2;Phase Curve pt2;phase curve;KELT-9;;307.859917;39.938917;7.576750;7.482;9550;KELT-9 b;1.48111874;21.20;1.891;4050;;;
7407;4;GO;1;;transit;HD-86226;;149.1235;-23.90082;7.771300;6.463;5863;HD 86226 c;3.9846654;2.16;0.193;1311;;;
7407;4;GO;2;;transit;HD-86226;;149.1235;-23.90082;7.771300;6.463;5863;HD 86226 c;3.9846654;2.16;0.193;1311;;;
7407;4;GO;3;;transit;HD-86226;;149.1235;-23.90082;7.771300;6.463;5863;HD 86226 c;3.9846654;2.16;0.193;1311;;;
7675;4;GO;1;LHS-1478_LRS_1;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;2;LHS-1478_LRS_2;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;3;LHS-1478_LRS_3;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;4;LHS-1478_LRS_4;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;5;LHS-1478_LRS_5;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;6;LHS-1478_F1500W_1;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7675;4;GO;7;LHS-1478_F1500W_2;eclipse;LHS-1478;;44.3389;76.5514;12.259800;8.767;3381;LHS 1478 b;1.9495378;1.242;0.1108;595;;;
7683;4;GO;1;Eclipse1;eclipse;TOI-5205;5205;313.7707;24.36098;14.93170;11.006;3430;TOI-5205 b;1.630757;11.6;1.03;737;;;
7683;4;GO;2;Eclipse2;eclipse;TOI-5205;5205;313.7707;24.36098;14.93170;11.006;3430;TOI-5205 b;1.630757;11.6;1.03;737;;;
7686;4;GO;1;;partial phase;TOI 2490;2490;;;11.7621;10.203;5459;TOI 2490 b;60.33266;11.2;1;;;;
7849;4;GO;1;HATS-72b transit;transit;HATS-72;;339.0258;?17.0003;12.072500;9.764;4656.1;HATS-72 b;7.3279496;8.097;0.7224;739.3;;;
7849;4;GO;2;Kepler-12b transit 1;transit;Kepler-12;;286.2435;50.0403;13.359600;12.066;5967;Kepler-12 b;4.43796263;19.565;1.7455;1480;;;
7849;4;GO;4;Kepler-12b transit 2;transit;Kepler-12;;286.2435;50.0403;13.359600;12.066;5967;Kepler-12 b;4.43796263;19.565;1.7455;1480;;;
7849;4;GO;3;HAT-P-32b;transit;HAT-P-32;;31.0428;46.6878;11.133500;9.9900;6340;HAT-P-32 b;2.150008197;22.19;1.980;1835.7;;;
7875;4;GO;1;Eclipse 1;eclipse;55 Cnc;;133.1468;28.3299;5.7297300;4.015;5272;55 Cnc e;0.73654625;1.875;0.1673;1958;;;
7875;4;GO;2;Eclipse 2;eclipse;55 Cnc;;133.1468;28.3299;5.7297300;4.015;5272;55 Cnc e;0.73654625;1.875;0.1673;1958;;;
7875;4;GO;3;Eclipse 3;eclipse;55 Cnc;;133.1468;28.3299;5.7297300;4.015;5272;55 Cnc e;0.73654625;1.875;0.1673;1958;;;
7953;4;GO;1;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;2;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;3;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;4;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;5;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;6;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;7;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;8;MIRI;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7953;4;GO;9;NIRSpec;eclipse;LHS 3844;;340.4962;?69.1721;13.392500;9.145001;3004.0;LHS 3844 b;0.46292964;1.303;0.1162;805;;;
7982;4;GO;1;NGTS-11b SOSS;transit;NGTS-11;;23.5215;?14.4192;12.189500;10.315;5050;NGTS-11 b;35.455984;9.16;0.817;435;;;
7982;4;GO;4;NGTS-11b G395M;transit;NGTS-11;;23.5215;?14.4192;12.189500;10.315;5050;NGTS-11 b;35.455984;9.16;0.817;435;;;
7982;4;GO;2;TOI-216c SOSS;transit;TOI-216;;73.9800;?63.2603;12.163100;10.218;5025.77;TOI-216 c;17.203;8.0;0.71;628;;;
7982;4;GO;5;TOI-216c G395M;transit;TOI-216;;73.9800;?63.2603;12.163100;10.218;5025.77;TOI-216 c;17.203;8.0;0.71;628;;;
7982;4;GO;3;TOI-1670c G235M;transit;TOI-1670;;259.0173;72.1612;9.81934;8.724;6330;TOI-1670 c;40.750145;10.9;0.970;684;;;
7982;4;GO;6;TOI-1670c G395M;transit;TOI-1670;;259.0173;72.1612;9.81934;8.724;6330;TOI-1670 c;40.750145;10.9;0.970;684;;;
8004;4;GO;1;TOI-431 d;transit;TOI-431;;83.2693;?26.7239;8.791710;6.723;4850;TOI-431 d;12.4610213;3.29;0.294;633;;;
8004;4;GO;2;TOI-431 d;transit;TOI-431;;83.2693;?26.7239;8.791710;6.723;4850;TOI-431 d;12.4610213;3.29;0.294;633;;;
8004;4;GO;3;HD 12572 b;transit;HD 12572;;30.9043;21.2809;;;5626;HD 12572 b;20.7724316;;;1060;;;
8004;4;GO;4;HD 12572 b;transit;HD 12572;;30.9043;21.2809;;;5626;HD 12572 b;20.7724316;;;1060;;;
8017;4;GO;1;NIRSpec G140H;transit;WASP-39;;217.3267;?3.4445;11.886700;10.202;5326.600;WASP-39 b;4.0552842;15.2;1.36;1166;;;
8017;4;GO;2;NIRSpec G235H;transit;WASP-39;;217.3267;?3.4445;11.886700;10.202;5326.600;WASP-39 b;4.0552842;15.2;1.36;1166;;;
8063;4;GO;1;HR 8799 bcd roll 1;transit;HR_8799;;346.8696488;21.13425;5.9091400;5.240;7339;HR 8799 bcd;;;;;;;
8063;4;GO;2;HR 8799 bcd roll 2;transit;HR_8799;;346.8696488;21.13425;5.9091400;5.240;7339;HR 8799 bcd;;;;;;;
8063;4;GO;3;HIP 65426 b 1-2um roll 1;transit;HIP-65426;;201.1504071;-51.50446;6.982730;6.771;9097.000;HIP-65426 b;;17;1.5;1500;;;
8063;4;GO;4;HIP 65426 b 1-2um roll 2;transit;HIP-65426;;201.1504071;-51.50446;6.982730;6.771;9097.000;HIP-65426 b;;17;1.5;1500;;;
8063;4;GO;5;HIP 65426 b 3-5um roll 1;transit;HIP-65426;;201.1504071;-51.50446;6.982730;6.771;9097.000;HIP-65426 b;;17;1.5;1500;;;
8063;4;GO;6;HIP 65426 b 3-5um roll 2;transit;HIP-65426;;201.1504071;-51.50446;6.982730;6.771;9097.000;HIP-65426 b;;17;1.5;1500;;;
8063;4;GO;7;bet Pic b roll 1;transit;bet Pic;;86.8211988;-51.06651;3.8201500;3.526;7890;bet Pic b;8617.50952;16.8;1.5;1650;;;
8063;4;GO;8;bet Pic b roll 2;transit;bet Pic;;86.8211988;-51.06651;3.8201500;3.526;7890;bet Pic b;8617.50952;16.8;1.5;1650;;;
8063;4;GO;9;YSES 1 b roll 1;transit;TYC-8998-760-1;;201.2995025;-64.93963;10.650500;8.392;4573;;;;;;;;
8063;4;GO;10;YSES 1 b roll 2;transit;TYC-8998-760-1;;201.2995025;-64.93963;10.650500;8.392;4573;;;;;;;;
8063;4;GO;11;kap And b roll 1;transit;kap And;;355.1021150;44.33393;4.1347800;4.571;10839.000;kap And b;;;;1900;;;
8063;4;GO;12;kap And b roll 2;transit;kap And;;355.1021150;44.33393;4.1347800;4.571;10839.000;kap And b;;;;1900;;;
8063;4;GO;13;HR 2562 b roll 1;transit;HR-2562;;102.5042296;-60.24914;5.9974100;5.020;6597;HR-2562 b;;12.4;1.11;1255;;;
8063;4;GO;14;HR 2562 b roll 2;transit;HR-2562;;102.5042296;-60.24914;5.9974100;5.020;6597;HR-2562 b;;12.4;1.11;1255;;;
8233;4;GO;1;NIRISS Transit;transit;HAT-P-13;;129.8825300;47.35202;10.416800;8.975;5653;HAT-P-13 b;2.91624121;14.36;1.281;1740;;;
8233;4;GO;2;NIRSpec Transit;transit;HAT-P-13;;129.8825300;47.35202;10.416800;8.975;5653;HAT-P-13 b;2.91624121;14.36;1.281;1740;;;
8309;4;GO;1;WASP-17b transit 1;transit;WASP-17;;239.9622883;-28.06175;11.380300;10.224;6550;WASP-17 b;3.73548545;21.0;1.87;1738;;;
8309;4;GO;2;WASP-17b transit 1;transit;WASP-17;;239.9622883;-28.06175;11.380300;10.224;6550;WASP-17 b;3.73548545;21.0;1.87;1738;;;
8309;4;GO;3;WASP-17b transit 2;transit;WASP-17;;239.9622883;-28.06175;11.380300;10.224;6550;WASP-17 b;3.73548545;21.0;1.87;1738;;;
8309;4;GO;4;WASP-17b transit 2;transit;WASP-17;;239.9622883;-28.06175;11.380300;10.224;6550;WASP-17 b;3.73548545;21.0;1.87;1738;;;
8309;4;GO;5;WASP-17b eclipse 1;eclipse;WASP-17;;239.9622883;-28.06175;11.380300;10.224;6550;WASP-17 b;3.73548545;21.0;1.87;1738;;;
8309;4;GO;6;WASP-17b eclipse 1;eclipse;WASP-17;;239.9622883;-28.06175;11.380300;10.224;6550;WASP-17 b;3.73548545;21.0;1.87;1738;;;
8438;4;GO;4;NIRSpec;partial phase;eps Ind A;;330.8887358;-56.80167;4.345620;2.237;4760;eps Ind A b;16510;;;275;;;
8438;4;GO;3;MIRI MRS ON;partial phase;eps Ind A;;330.8887358;-56.80167;4.345620;2.237;4760;eps Ind A b;16510;;;275;;;
8438;4;GO;8;MIRI MRS OFF;partial phase;eps Ind A;;330.8887358;-56.80167;4.345620;2.237;4760;eps Ind A b;16510;;;275;;;
8696;4;GO;1;Transit;transit;TOI 6894;;173.4697896;12.45099;16.309200;12.207;3007;TOI 6894 b;3.37077196;9.58;0.855;417.9;;;
8739;4;GO;1;Phase Curve;phase curve;BD+05-4868;;326.8614325;6.60533;9.841520;7.448;4596;BD+05-4868 b;1.271869;;;1820;;;
8739;4;GO;2;Background Observation;phase curve;BD+05-4868;;326.8614325;6.60533;9.841520;7.448;4596;BD+05-4868 b;1.271869;;;1820;;;
8864;4;GO;1;TOI-1807b;eclipse;TOI-1807;;201.2833154;38.92248;9.675170;7.5680;4914;TOI-1807 b;0.54937097;1.49681583028193;0.133537194000337;1694.09703375523;;;
8864;4;GO;2;TOI-2260b;eclipse;TOI-2260;;247.6671654;49.04652;10.248800;8.684;4914;TOI-2260 b;0.3524728;1.62;0.145;2609;;;
8864;4;GO;3;TOI-431b;eclipse;TOI-431;;83.2691688;-26.72452;8.791710;6.723;4850;TOI-431 b;0.490047;1.28;0.114;1862;;;
8864;4;GO;4;TOI-2431b;eclipse;TOI-2431;;37.7636675;8.38199;;;4079.0;TOI-2431 b;0.2242;;0.1445;2048.0;;;
8864;4;GO;5;TOI-6255b;eclipse;TOI-6255;;331.5027758;39.30081;11.634500;8.071;3421;TOI-6255 b;0.23818244;1.079;0.09626;;;;
8877;4;GO;1;TOI2109b_PhaseCurve;phase curve;TOI-2109;;253.1863346;16.57996;10.113800;9.070;6540;TOI-2109 b;0.672474140;15.10;1.347;3646;;;
9025;4;GO;1;Transit;transit;WASP 25;;195.3599000;-27.52220;11.688500;10.174;5736.0000;WASP 25 b;3.764830;12.0;1.07;1210;;;
9025;4;GO;2;Transit;transit;K2-232;;73.7665108;18.65453;9.726260;8.434;5981.000;K2-232 b;11.16844233;11.21;1.000;1030;;;
9025;4;GO;3;Transit;transit;WASP-84;;131.1070967;1.86003;10.57450;8.855;5238.0000;WASP-84 b;8.52349648;10.72;0.956;732;;;
9025;4;GO;4;Transit;transit;TOI-2031;;331.1170504;81.56594;;;6420;TOI-2031 b;5.7154834;14.26;1.272;;;;
9025;4;GO;5;Transit 1;transit;TOI-677;;144.1195271;-50.46328;9.660820;8.429;6295;TOI-677 b;11.2365985;13.11;1.170;1252;;;
9025;4;GO;6;Transit 2;transit;TOI-677;;144.1195271;-50.46328;9.660820;8.429;6295;TOI-677 b;11.2365985;13.11;1.170;1252;;;
9033;4;GO;1;MIRI LRS (Transit 1);transit;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9033;4;GO;5;MIRI LRS (Transit 1) - bkgd;transit;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9033;4;GO;2;MIRI LRS (Transit 2);transit;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9033;4;GO;6;MIRI LRS (Transit 2) - bkgd;transit;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9033;4;GO;3;NIRSpec PRISM Trans it 1;transit;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9033;4;GO;4;NIRSpec PRISM Trans it 2;transit;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9095;4;GO;2;TOI674-transit-NIRISSSOSS;transit;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;3;TOI674-transit-NIRSpecG395H;transit;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;4;TOI674-transit1-MIRILRS;transit;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;5;TOI674-transit2-MIRILRS;transit;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;6;TOI674-transit3-MIRILRS;transit;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;7;TOI674-transit4-MIRILRS;transit;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;9;TOI674-eclipseFinder NIRSpecG395H;eclipse;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9095;4;GO;10;TOI674-eclipse2-NIRSpecG395H;eclipse;TOI-674;;164.5874375;-36.85809;13.091400;9.469;3514;TOI-674 b;1.97716420;5.25;0.468;635;;;
9101;4;GO;1;MIRI LRS Transit;transit;WASP-127;;160.5586821;-3.83507;10.054000;8.641;5828.010;WASP-127 b;4.178062;14.69;1.311;1400;;;
9101;4;GO;2;MIRI LRS Transit;transit;WASP-193;;164.3493842;-29.99713;12.042100;10.745;6078;WASP-193 b;6.2463345;16.41;1.464;1254;;;
9101;4;GO;3;NIRSpec G395M Trans it;transit;WASP-193;;164.3493842;-29.99713;12.042100;10.745;6078;WASP-193 b;6.2463345;16.41;1.464;1254;;;
9101;4;GO;4;NIRSpec G395M Trans it;transit;WASP-193;;164.3493842;-29.99713;12.042100;10.745;6078;WASP-193 b;6.2463345;16.41;1.464;1254;;;
9101;4;GO;5;NIRSpec G395M Trans it;transit;WASP-193;;164.3493842;-29.99713;12.042100;10.745;6078;WASP-193 b;6.2463345;16.41;1.464;1254;;;
9101;4;GO;6;MIRI LRS Transit;transit;TOI-1420;;322.9413212;66.34887;11.738000;10.119;5510;TOI-1420 b;6.9561063;11.89;1.061;957;;;
9101;4;GO;7;NIRSpec G395M Trans it;transit;TOI-1420;;322.9413212;66.34887;11.738000;10.119;5510;TOI-1420 b;6.9561063;11.89;1.061;957;;;
9101;4;GO;8;NIRISS SOSS Transit;transit;TOI-1420;;322.9413212;66.34887;11.738000;10.119;5510;TOI-1420 b;6.9561063;11.89;1.061;957;;;
9157;4;GO;1;MRS;phase curve;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9157;4;GO;2;MRS;phase curve;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9157;4;GO;3;MRS;phase curve;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9157;4;GO;4;MRS;phase curve;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9157;4;GO;5;NIRSpec;phase curve;WD1856+534;;284.4139321;53.50925;16.958000;15.548;4710;WD1856+534 b;1.4079405;10.4;0.928;163;;;
9256;4;GO;6;589;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 b;1.51088432;1.116;0.09956;397.6;;;
9256;4;GO;7;590;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 b;1.51088432;1.116;0.09956;397.6;;;
9256;4;GO;8;591;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 b;1.51088432;1.116;0.09956;397.6;;;
9256;4;GO;9;592;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 b;1.51088432;1.116;0.09956;397.6;;;
9256;4;GO;10;610;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 b;1.51088432;1.116;0.09956;397.6;;;
9256;4;GO;11;612;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 e;6.101013;0.920;0.0821;249.7;;;
9256;4;GO;12;613*;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 e;6.101013;0.920;0.0821;249.7;;;
9256;4;GO;13;615;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 e;6.101013;0.920;0.0821;249.7;;;
9256;4;GO;14;616;transit;TRAPPIST-1;;346.6265217;-5.04353;15.645100;10.296;2566;TRAPPIST-1 e;6.101013;0.920;0.0821;249.7;;;
